file_path,caption
train/Clara_Hose_cleaning_floor .npy,A machine is rumbling while another machine is whirring in the background.
train/Clara_Hose_cleaning_floor .npy,An engine is going off somewhere near while air or water is rushing over something.
train/Clara_Hose_cleaning_floor .npy,Heavy rain and wind and some thunder in the back ground.
train/Clara_Hose_cleaning_floor .npy,Heavy rain is accompanied by wind and some thunder roaring in the background.
train/Clara_Hose_cleaning_floor .npy,Somewhere near an engine is going off while air or water is rushing over something.
train/airport_road.npy,"A plane flying above, getting closer and then going away."
train/airport_road.npy,"A plane is taking off on a runway, its engine roaring as it picks up speed."
train/airport_road.npy,A plane passes by and fades into the distance.
train/airport_road.npy,A plane passes by and fades off into the distance.
train/airport_road.npy,The engine of the plane roars as it speeds down the runway.
train/Cityscape 03 100208.npy,A car passes by as someone is using a big hammer.
train/Cityscape 03 100208.npy,An airplane that is slowing down to land on the runway.
train/Cityscape 03 100208.npy,"Cars drive by, and a thumping sound occurs three times."
train/Cityscape 03 100208.npy,Cars pass by and a thumping sound occurs three times.
train/Cityscape 03 100208.npy,Someone is using a large and heavy hammer and a car passes by.
train/Morning Birds 001.npy,A big flock of birds are chirping loudly.
train/Morning Birds 001.npy,A bunch of birds are chirping and singing
train/Morning Birds 001.npy,Birds are chirping loudly in a wooded area.
train/Morning Birds 001.npy,Birds tweet and call at various frequencies and tones.
train/Morning Birds 001.npy,Multiple birds tweeting and chirping in all different tones and pitches
train/Dixon_Nat.npy,Children talk and play with each other on a playground.
train/Dixon_Nat.npy,Children talking to one another in a school and a door closes.
train/Dixon_Nat.npy,Kids are in a playground playing and talking while a fan is running in the background.
train/Dixon_Nat.npy,Kids are talking and playing while adults are chatting and moving about.
train/Dixon_Nat.npy,"Kids talking and playing, adults talking and moving"
train/rim of woods farmland people far NL 01 151003_0804 ST.npy,Birds chirping in an enclosed space while people are talking and looking on.
train/rim of woods farmland people far NL 01 151003_0804 ST.npy,Many birds are outside and chirping and singing.
train/rim of woods farmland people far NL 01 151003_0804 ST.npy,Multiple birds are chirping and people are talking in the background.
train/rim of woods farmland people far NL 01 151003_0804 ST.npy,People are talking in the background while multiple birds are chirping.
train/rim of woods farmland people far NL 01 151003_0804 ST.npy,Several birds are chirping and singing out side.
train/valley of the Selke.npy,A river crashes on the rocks loudly as birds sound in the background.
train/valley of the Selke.npy,A waterfall is rushing water into a river while birds are chirping.
train/valley of the Selke.npy,A waterfall outside flowing over rocks with birds singing.
train/valley of the Selke.npy,Birds are singing while a waterfall flows over some rocks.
train/valley of the Selke.npy,The flowing water of a waterfall into a river as birds audibly sing.
train/Beach and Birds.npy,The sea gently washes up onto the shore.
train/Beach and Birds.npy,The water is gently flowing past while birds chirp in the background
train/Beach and Birds.npy,Water is gently flowing past while birds chirp in the background
train/Beach and Birds.npy,Water is running as birds chirp in the background.
train/Beach and Birds.npy,Water sound and birds are chirping in the background.
train/Waterfall close.npy,A loud static sound like feedback and wind towards the end.
train/Waterfall close.npy,A television has been left on and the static from it is loud.
train/Waterfall close.npy,The engine is running as the rain pours down on it.
train/Waterfall close.npy,Winds blow as vehicles drive by in the distance
train/Waterfall close.npy,an engine is whirring while the rain is falling down
train/sim police siren.npy,"A constant , blaring siren is sounding nonstop, without a break."
train/sim police siren.npy,A loud emergency siren moving up and down in pitch.
train/sim police siren.npy,A loud siren changing in pitch in a rhythmic repeating way.
train/sim police siren.npy,A loud siren goes up and down in pitch.
train/sim police siren.npy,A siren blaring and changing in pitch in a rhythmic repeated way.
train/Bicycle_Bell.npy,A bicycle bell is rung as someone talks in the background
train/Bicycle_Bell.npy,A bell of a bike is ringing as it rides down the street.
train/Bicycle_Bell.npy,A person is repetitively ringing the bell on a bicycle.
train/Bicycle_Bell.npy,The bicycle bell is rung as someone talks in the background
train/Bicycle_Bell.npy,a person is ringing the bell of a bicycle repetitively
train/bicycle-pedal-streetlife-femalefootsteps-ST.npy,A bell is ringing and a person is walking.
train/bicycle-pedal-streetlife-femalefootsteps-ST.npy,A bell is ringing loudly as a person is walking.
train/bicycle-pedal-streetlife-femalefootsteps-ST.npy,A bell is ringing while a person wearing high heels walks across a hard floor.
train/bicycle-pedal-streetlife-femalefootsteps-ST.npy,A bicycle bell being rung while someone is walking in high heels.
train/bicycle-pedal-streetlife-femalefootsteps-ST.npy,A person wearing high heels walking along a hard floor with a bell ringing.
train/mallarenga_emplomellada_ed.npy,A group of birds is chirping to each other.
train/mallarenga_emplomellada_ed.npy,All the different birds are chirping in the background.
train/mallarenga_emplomellada_ed.npy,Birds are chirping lightly chirping in the background.
train/mallarenga_emplomellada_ed.npy,The birds are chirping lightly in the background.
train/mallarenga_emplomellada_ed.npy,Two thuds while birds chirp in the background.
train/rain_on_window.npy,"Rain coming down on top of a roof, steadily."
train/rain_on_window.npy,Rain is hitting the top of a roof at a steady pace.
train/rain_on_window.npy,Water flowing in a mechanical water mill and dripping down onto some surface.
train/rain_on_window.npy,Water flows at a constant rate and also drips.
train/rain_on_window.npy,Water from a mechanical mill is flowing and dripping down onto a surface.
train/Tbilisi Sea.npy,Children are playing at a park while vehicles go by.
train/Tbilisi Sea.npy,"Children laugh, talk and play in a busy city playground."
train/Tbilisi Sea.npy,In a busy city playground children laugh and talk and play
train/Tbilisi Sea.npy,People are gathered in a group at a park on a windy day.
train/Tbilisi Sea.npy,a group of people gathering at a park on a windy day.
train/pases_0.npy,A person dragging their feet while walking on gravel.
train/pases_0.npy,Footsteps are crunching as someone is walking down the street.
train/pases_0.npy,Footsteps crunch as someone walks down the street.
train/pases_0.npy,The couple walked in the snow hand in hand with little to no conversation.
train/pases_0.npy,Walking in the snow with little to no conversation.
train/Rain Gutter Drain Rear.npy,A faucet is running and the droplets are hitting the bottom of the sink.
train/Rain Gutter Drain Rear.npy,The droplets are hitting the bottom of the sink while the faucet is running.
train/Rain Gutter Drain Rear.npy,Water is dripping with a rattling sound in the background.
train/Rain Gutter Drain Rear.npy,"While water is slowing flowing out of a pipe, an engine whirs in the background."
train/Rain Gutter Drain Rear.npy,water dripping with a rattling sound in the background
train/Door opening_closing.npy,A closed door swings open then closes again over and over.
train/Door opening_closing.npy,A door keeps opening and shutting on its creaking hinges several times over.
train/Door opening_closing.npy,A door opening and shutting on creaking hinges several times.
train/Door opening_closing.npy,The door is being opened and closed over and over.
train/Door opening_closing.npy,a door being opened and closed several times
train/Train coming to a stop (recorded between two cars).npy,A train is travelling making loud crashing and hissing sounds.
train/Train coming to a stop (recorded between two cars).npy,A train slowing down at a station and coming to a stop
train/Train coming to a stop (recorded between two cars).npy,"As it comes to a stop, a train slows down at a station."
